adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job,movie_id,order
FALSE,2,78040,Acting,Alex Kendrick,Alex Kendrick,0.98,/uNsOtdi7oGuWmDVufKyhMuRCSTm.jpg,5b11b46a9251417b59002622,Directing,Director,527776,1
FALSE,0,57048,Production,Casey La Scala,Casey La Scala,0.6,,53b4adef0e0a2676cf000855,Directing,Director,280002,1
FALSE,0,1275095,Directing,Cecilia Verheyden,Cecilia Verheyden,0.847,,5f313cce1967570039ae7abb,Directing,Director,717192,1
FALSE,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,4.669,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,52fe43159251416c75002d37,Directing,Director,10054,1
FALSE,2,129952,Directing,Sean McNamara,Sean McNamara,1.367,/iJLRIBB2P3LXsPBvzdYhf06Lful.jpg,52fe466dc3a36847f80fe915,Directing,Director,43959,1
FALSE,2,932248,Directing,Fede Alvarez,Fede Alvarez,1.4,/f8KjBkmqAyNGTUkZh1oYIURP4id.jpg,555afc2ec3a3682f61004a7d,Directing,Director,300669,1
FALSE,2,89112,Directing,Tony Leondis,Tony Leondis,1.4,,52fe45de9251416c7506542b,Directing,Director,14248,1
FALSE,2,15344,Directing,J.J. Abrams,J.J. Abrams,3.505,/uiEVOx3QclxnN76t8PU6v5IcUUP.jpg,52fe4a959251416c750e7123,Directing,Director,140607,1
FALSE,2,3310,Editing,Nick Moore,Nick Moore,1.22,,52fe45bd9251416c75060d97,Directing,Director,13971,1
FALSE,0,928490,Editing,Camille Delamarre,Camille Delamarre,0.6,,545737f9c3a368642e001966,Directing,Director,287948,1
FALSE,2,1215,Editing,Raja Gosnell,Raja Gosnell,1.229,/dIovlHUjOfBEhqrUENBaRmGIAc0.jpg,52fe4520c3a36847f80bdfe5,Directing,Director,9714,1
FALSE,2,1397422,Directing,Maurício Eça,Maurício Eça,0.6,,5d040bff9251416876bc934a,Directing,Director,608804,1
FALSE,2,64151,Directing,Mike Mitchell,Mike Mitchell,1.301,,57d18da19251417e6a008aea,Directing,Director,136799,1
FALSE,2,118489,Acting,Walt Dohrn,Walt Dohrn,1.612,/2UwzPjaubMXBeto1vy00bNMZArK.jpg,57d18db192514173ac00b951,Directing,Director,136799,2
FALSE,2,18596,Directing,Taylor Hackford,Taylor Hackford,1.024,/aAP9RYT7XxUiC2NZL9Hi2gEdxGB.jpg,52fe4bfac3a36847f821ba9d,Directing,Director,119283,1
FALSE,2,1243640,Directing,Hiroshi Nishikiori,Hiroshi Nishikiori,1.264,/bhZYbbLgeInp07cGQBoP5ixCUTG.jpg,5c89c8cc9251414e8bc175ae,Directing,Director,570269,1
FALSE,1,54025,Directing,Karyn Kusama,Karyn Kusama,1.686,/pfVHh9OEfgYPouqO3aSOxwmqoFS.jpg,52fe47ff9251416c750ac877,Directing,Director,19994,1
FALSE,1,1965097,Directing,Maritte Lee Go,Maritte Lee Go,0.6,,5fbac2b60816c700408ddc69,Directing,Director,767504,1
FALSE,1,1966571,Directing,Liesl Tommy,Liesl Tommy,0.98,,5ca5a5f9c3a36866adaefc5f,Directing,Director,592863,1
FALSE,0,2611379,Acting,Warren Fast,Warren Fast,0.6,,5ea07b62f1b57100218f5f70,Directing,Director,695568,1
FALSE,2,85675,Writing,Rajkumar Hirani,Rajkumar Hirani,0.6,/xwpN5swbmjmlaN0B8Eac5jyN4JQ.jpg,52fe43e7c3a368484e004fcf,Directing,Director,20453,1
FALSE,2,5306,Directing,Lasse Hallström,Lasse Hallström,2.18,/zEz9LphkDBcGAAYGdjIU5QzjB9C.jpg,56b40aefc3a36806e6003509,Directing,Director,381289,1
FALSE,2,41549,Directing,Andrew Fleming,Andrew Fleming,1.96,/fgqJC8aCiH00Y1g3cfzYpBUBCD3.jpg,52fe44dcc3a36847f80ae46f,Directing,Director,9100,1
FALSE,2,7087,Directing,Brad Bird,Brad Bird,1.948,/ZX1hAfWK1zslpB6ifwgDP2uBqn.jpg,52fe43649251416c7500e87d,Directing,Director,10386,1
FALSE,2,8023,Directing,Kyle Balda,Kyle Balda,1.798,,5ce5c1e09251412d18b9eb8e,Directing,Director,438148,1
FALSE,3,1245726,Writing,Rebecca Sugar,Rebecca Sugar,0.999,/n3EAsbD9AiQZAP2VVcGylzDat1L.jpg,5d05b5430e0a26511fc9e6d3,Directing,Director,537061,1
FALSE,2,65310,Directing,Kenny Ortega,Kenny Ortega,2.72,/cZrsOBr1tp1nNPJ5xj3uao2XQbJ.jpg,53a06a120e0a265081003037,Directing,Director,277217,1
FALSE,2,69797,Directing,Dean DeBlois,Dean DeBlois,0.709,/miMZ0l4rY81NiyMviWz1BeTGtuE.jpg,54cd6a08c3a3687f8000238e,Directing,Director,166428,1
FALSE,2,578,Directing,Ridley Scott,Ridley Scott,14.199,/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg,53e88b1ac3a368399f0035c5,Directing,Director,286217,1
FALSE,2,2294,Directing,Robert Rodriguez,Robert Rodriguez,4.669,/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,60f97cfbf056d5005e70d649,Directing,Director,853088,1
FALSE,2,1364881,Directing,Patrick Osborne,Patrick Osborne,0.84,,6126f53f32cc2b008c4a7548,Directing,Director,853088,2
FALSE,2,1415967,Directing,Fabian Burstein,Fabian Burstein,0.6,,54be353bc3a3686c6b00efa6,Directing,Director,61927,1
FALSE,2,55252,Directing,Tim Miller,Tim Miller,2.328,/dCyBYwhO76j5wA96HPb6k5xk2Le.jpg,5883f9bac3a3684ec600fcf6,Directing,Director,290859,1
FALSE,2,59291,Directing,Alexandre Aja,Alexandre Aja,1.883,/5uiPUg3mclsr6Ee3DXPsW1O1ric.jpg,5aaade299251413ff40048e9,Directing,Director,511987,1
FALSE,2,589402,Directing,Adrian Grünberg,Adrian Grünberg,1.22,/deA7DVvuIzY4RoO9TwJqeZPR0jz.jpg,5b78aaf30e0a26472801bc8c,Directing,Director,522938,1
FALSE,2,17119,Directing,Kim Sung-soo,Kim Sung-soo,0.6,/qzR7jk7gT67eQ3kUJkTp4xcDyuV.jpg,52fe4c7cc3a368484e1b9231,Directing,Director,200085,1
FALSE,2,52961,Directing,Dennis Gansel,Dennis Gansel,2.427,/tf34YKOXKKzE3ib21FSFiACCWi2.jpg,54d361209251410963002c6d,Directing,Director,278924,1
FALSE,2,1060540,Directing,Mitsuo Hashimoto,Mitsuo Hashimoto,1.22,,5aa882efc3a36839da02930c,Directing,Director,39108,1
FALSE,2,8193,Directing,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,1.438,/3IuSW8NazUH3VlM8KYwMhTTk5lV.jpg,52fe46669251416c9105335f,Directing,Director,37710,1
FALSE,1,1123897,Directing,Roseanne Liang,Roseanne Liang,1.549,/hJ5vEaYfdaQaMGikKjOjbXwdVIT.jpg,5e4fa2569b861600136bfaa1,Directing,Director,675327,1
FALSE,2,1524,Directing,Harold Ramis,Harold Ramis,6.154,/ybP1eurMS1OFdKMIvA9ThNUNuh2.jpg,52fe47379251416c75091ae1,Directing,Director,17610,1
FALSE,2,45916,Directing,Owen Hurley,Owen Hurley,1.38,,52fe46409251416c7507248f,Directing,Director,15167,1
FALSE,2,30058,Directing,Steven C. Miller,Steven C. Miller,1.788,,589b54aac3a3680c6b000189,Directing,Director,440471,1
FALSE,2,592039,Directing,Kazuya Nomura,Kazuya Nomura,1.094,,5d065bc9c3a368087021928b,Directing,Director,609202,1
FALSE,0,2339444,Directing,Keisuke Shinohara,Keisuke Shinohara,0.6,,5d065bea92514104c4bb8f91,Directing,Director,609202,2
FALSE,2,5065,Directing,David Frankel,David Frankel,1.104,/xhiIfSUwQmELt4iSDdfAnC2QLBe.jpg,52fe45e49251416c75066115,Directing,Director,14306,1
FALSE,2,12708,Acting,Peter Billingsley,Peter Billingsley,7.118,/2Aq3fcRbEifBWfOgBIbZdPDcDUW.jpg,52fe47f79251416c750ab663,Directing,Director,19899,1
FALSE,2,56151,Directing,Peter Winther,Peter Winther,0.702,,5fabd99672c13e0040787f33,Directing,Director,763149,1
FALSE,0,2400547,Directing,Greg Grosz,Greg Grosz,0.6,,600463e6aa659e003f96a3a3,Directing,Director,706545,1
FALSE,2,40644,Directing,Chad Stahelski,Chad Stahelski,2.471,/mRe5HlnsJ3rNqcmAhZrCXFZvhIa.jpg,5ce4f9d3c3a3683bd81fdded,Directing,Director,603692,1
FALSE,0,1110102,Directing,Michael Tiddes,Michael Tiddes,0.766,/pb28TcY5MXtgtn1vPYkxlPtRmYo.jpg,52fe4c5ac3a368484e1b3f0b,Directing,Director,139038,1
FALSE,2,65310,Directing,Kenny Ortega,Kenny Ortega,2.72,/cZrsOBr1tp1nNPJ5xj3uao2XQbJ.jpg,5a8d1e809251412a4b00222d,Directing,Director,506574,1
FALSE,2,1302082,Directing,David F. Sandberg,David F. Sandberg,1.38,/10p2i4OW0JWAbnOb7yMLUEGdSqM.jpg,575fa43b9251415e190018b7,Directing,Director,396422,1
FALSE,2,56411,Writing,Glenn Ficarra,Glenn Ficarra,6.324,/23EaR6q7B1wcg9trxtr7xHzKu7q.jpg,5.31E+23,Directing,Director,256591,1
FALSE,2,56412,Writing,John Requa,John Requa,4.658,,53078973925141110b000177,Directing,Director,256591,2
FALSE,2,54040,Directing,John Lee Hancock,John Lee Hancock,3.786,/ytGKxuC1sFUmd68jUwDA37Jn0LG.jpg,52fe4453c3a368484e01cd2b,Directing,Director,22881,1
FALSE,2,49903,Directing,Tim Hill,Tim Hill,2.029,/jJ4UQBlQ71aJzU75ZxnO5gdTbnj.jpg,52fe4454c3a36847f808fa57,Directing,Director,6477,1
FALSE,2,10943,Directing,Francis Lawrence,Francis Lawrence,2.656,/pyGWo5mAwZ2Koe6leB2RjKd7vmc.jpg,52fe4252c3a36847f801530b,Directing,Director,561,1
FALSE,2,119137,Directing,Atsuya Uki,Atsuya Uki,0.6,,5b5f06269251415234040224,Directing,Director,539140,1
FALSE,2,957,Production,Matthew Vaughn,Matthew Vaughn,4.025,/Dnbz3B7yy4u0abixuD5LakZgsy.jpg,52fe446ac3a368484e021dcd,Directing,Director,23483,1
FALSE,2,53120,Directing,James DeMonaco,James DeMonaco,4.257,/nH0LS98m3ZiAgIqROLYrr9H5DnD.jpg,52fe4e81c3a36847f8294b13,Directing,Director,238636,1
FALSE,2,33254,Directing,Jim Gillespie,Jim Gillespie,0.6,,5e866aa6a5743d00180fe6c5,Directing,Director,7182,1
FALSE,2,19271,Directing,Anthony Russo,Anthony Russo,3.402,/fIa5wXK7MHAquhefTr3TcnZiYy8.jpg,5ecacf2f140bad001b1d88fc,Directing,Director,100402,1
FALSE,2,19272,Directing,Joe Russo,Joe Russo,4.357,/679Os4tbY1YsU01KdLhM1NPXNWu.jpg,5ecacf1ee635710022d4c1ca,Directing,Director,100402,2
FALSE,1,402272,Directing,Anna Foerster,Anna Foerster,1.4,,5590be5ac3a3684349004046,Directing,Director,346672,1
FALSE,2,229962,Directing,Mike Thurmeier,Mike Thurmeier,2.906,,551b875dc3a3687670001d1e,Directing,Director,278154,1
FALSE,2,1097098,Writing,Christopher MacBride,Christopher MacBride,0.6,,5aed0fed9251411d240027f5,Directing,Director,522406,1
FALSE,2,1283552,Directing,Carlos Conceição,Carlos Conceição,0.98,/7PLcsqAlQq1kjiwpS0Fjl5TpDe0.jpg,5366695cc3a3681226003029,Directing,Director,268168,1
FALSE,0,2245172,Directing,Agata Alexander,Agata Alexander,0.98,,5c6b094fc3a3684fabe6c810,Directing,Director,583081,1
FALSE,2,555094,Directing,Akiyuki Simbo,Akiyuki Simbo,2.576,/mvPWp5BWl51aqLRyib5eoEw4fHT.jpg,5a613edbc3a368537200a4f1,Directing,Director,431819,1
FALSE,2,1067794,Directing,Hayato Date,Hayato Date,1.656,,52fe4d579251416c75137fef,Directing,Director,189349,1
FALSE,0,929343,Production,Robert Greene,Robert Greene,0.6,/hdbNcE7mlwaXslOJwX6IC9VrT2k.jpg,612fb8da39b6c3008f550bab,Directing,Director,869623,1
FALSE,2,2127,Directing,James Wan,James Wan,4.688,/5Jtcdbv80koVk0cSZJ0bhqREfaT.jpg,52fe4780c3a36847f8139515,Directing,Director,49018,1
FALSE,2,1057579,Directing,Tatsuya Nagamine,Tatsuya Nagamine,0.68,/hiSUYqVI52RDFyaUPzfR85fQKZg.jpg,52fe4d7cc3a36847f82637cb,Directing,Director,176983,1
FALSE,2,17867,Acting,Tom McCarthy,Tom McCarthy,2.56,/vqw9Ar2s2oYSkoApL1TlXtNlrEr.jpg,5d311abb6a300b16aaa73f32,Directing,Director,616651,1
FALSE,2,223,Directing,Alejandro González Iñárritu,Alejandro González Iñárritu,2.053,/qWrltG9e0ssM3Y9pF86EAgteKHu.jpg,53c3fe4f0e0a26157c00cad5,Directing,Director,281957,1
FALSE,2,42994,Production,David Dobkin,David Dobkin,1.189,/c1cs3r7rDOzk0n32EDlon1xCGlE.jpg,52fe4799c3a36847f813e551,Directing,Director,49520,1
FALSE,2,138,Directing,Quentin Tarantino,Quentin Tarantino,12.419,/1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,5e84102ccb6db50018a6d45c,Directing,Director,466272,1
FALSE,2,57633,Directing,Rawson Marshall Thurber,Rawson Marshall Thurber,4.413,/4gpzB12oy73qr5nWNNyZICz9nFB.jpg,58c9d8379251415d99000ab1,Directing,Director,447200,1
FALSE,2,51959,Directing,John Kafka,John Kafka,0.6,,554111879251414af0001e1e,Directing,Director,14128,1
FALSE,2,87565,Directing,Savage Steve Holland,Savage Steve Holland,1.62,/3GADF4j8wNAxPJIsipQnrd2ieTt.jpg,52fe46fb9251416c7508a043,Directing,Director,16985,1
FALSE,1,12058,Directing,Vicky Jenson,Vicky Jenson,1.402,/dDSlofPZbJxtYBO2f73XjNwcFVT.jpg,5e911bdebefb090014bc3952,Directing,Director,10555,1
FALSE,2,65629,Directing,Bibo Bergeron,Bibo Bergeron,1.165,/vMn3y1RUea6vFdYk472a9Zq3lFj.jpg,5e911bbe3679a100183745b0,Directing,Director,10555,2
FALSE,2,65630,Directing,Rob Letterman,Rob Letterman,1.417,/bgsnUXYPWsRDuo3B0f9wthXKxll.jpg,5e911bcf00fb6b0015a28213,Directing,Director,10555,3
FALSE,2,97555,Directing,Roel Reiné,Roel Reiné,1.4,/nOc53uSl8bBNfkuLGlXnOZwbYdu.jpg,52fe4bab9251416c910e2013,Directing,Director,156717,1
FALSE,2,71280,Directing,Michael Dowse,Michael Dowse,1.679,/xShST7ecFRhXY8lGGyqmTnbUuXF.jpg,603fcc004d67910045e9b917,Directing,Director,802217,1
FALSE,0,1997986,Directing,Joel Antonio Colón,Joel Antonio Colón,0.6,,5aa8de71c3a36839dd02a06c,Directing,Director,511679,1
FALSE,2,2199,Writing,Scott Frank,Scott Frank,2.641,/dtul4M4D5s10fAUji26HHAyWDKC.jpg,52fe4cedc3a36847f824507f,Directing,Director,169917,1
FALSE,2,1108,Writing,Shane Black,Shane Black,2.961,/fafBg8LjtQqsXyFg8ZgW7DHQXKt.jpg,5592d14dc3a36869d1000745,Directing,Director,346910,1
FALSE,2,107446,Production,Phil Lord,Phil Lord,0.941,/2MagibFHZxky3FmMubyABUnf4lw.jpg,52fe4d0e9251416c7512e73b,Directing,Director,187017,1
FALSE,2,155267,Production,Christopher Miller,Christopher Miller,3.553,/dr2yCgYtmNmO5vzjk9KNbjTpbzO.jpg,52fe4d0e9251416c7512e741,Directing,Director,187017,2
FALSE,1,1304847,Directing,Nora Fingscheidt,Nora Fingscheidt,1.388,/wjf96BGhggmdxiZVxOVJzWWVoq0.jpg,5dc36c047d5db500129c18fb,Directing,Director,645886,1
FALSE,2,956,Directing,Guy Ritchie,Guy Ritchie,8.704,/9pLUnjMgIEWXi0mlHYzie9cKUTD.jpg,52fe4969c3a36847f8198bb1,Directing,Director,58574,1
FALSE,2,32278,Directing,Matt Reeves,Matt Reeves,5.214,/fj2OSoBhVepDZSfLXisGJmMXDNo.jpg,53bfba670e0a26158500643b,Directing,Director,281338,1
FALSE,2,54507,Directing,Jon M. Chu,Jon M. Chu,1.946,/7ZszF1IvIq8EoDLEdKLi2zVBt64.jpg,541022260e0a261267001552,Directing,Director,291805,1
FALSE,2,7399,Acting,Ben Stiller,Ben Stiller,5.72,/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg,52fe447dc3a36847f80992dd,Directing,Director,7446,1
FALSE,2,1150548,Writing,Florian Zeller,Florian Zeller,1.22,/e2koSVDhNPlENZ7zRZq2eyC3A7y.jpg,607d2ac2f6787a0058fb8269,Directing,Director,600354,1
FALSE,2,21183,Directing,Nicolas Winding Refn,Nicolas Winding Refn,1.271,/sHH8M1iAVO5qtuyqNOiD6AKu8Id.jpg,52fe46e4c3a368484e0a9b33,Directing,Director,64690,1
FALSE,2,87742,Directing,Marc Webb,Marc Webb,4.607,/65tk6xLNEW4EG0CSrxbVeHDi03a.jpg,5754c069925141442b000314,Directing,Director,400928,1
FALSE,2,126882,Directing,Declan O'Brien,Declan O'Brien,1.729,/enAO24c04E9mM3IIfh3PYAeNy4Q.jpg,52fe4ac8c3a368484e166a3b,Directing,Director,125509,1
FALSE,2,12995,Directing,Marc Forster,Marc Forster,1.72,/m3WEGG6czBjgFULVyVQy6EJvUsZ.jpg,52fe43b39251416c7501aadb,Directing,Director,10764,1
FALSE,0,1376037,Writing,Natalia Meta,Natalia Meta,0.6,,5e30793c4ca67600124b0297,Directing,Director,667757,1
FALSE,2,90591,Production,Oren Peli,Oren Peli,0.98,/1GQMVWW2G7CpR3kSZMe348CZoQh.jpg,52fe4477c3a368484e024afb,Directing,Director,23827,1
FALSE,2,957,Production,Matthew Vaughn,Matthew Vaughn,4.025,/Dnbz3B7yy4u0abixuD5LakZgsy.jpg,59c183b3c3a3684cec001ae2,Directing,Director,476669,1
FALSE,2,11429,Directing,Hamilton Luske,Hamilton Luske,3.657,/eizhvQwX9BYxywvrZVw8eZQBvXa.jpg,58246f19c3a3684bfb00a532,Directing,Director,10693,1
FALSE,2,11434,Directing,Wilfred Jackson,Wilfred Jackson,0.6,/rTszyDc1jFOQQrzSYgnxEVLxd8W.jpg,52fe43a49251416c75018567,Directing,Director,10693,2
FALSE,2,64864,Visual Effects,Clyde Geronimi,Clyde Geronimi,2.081,/vRoKAQ8Wb1nTymH6VqOfhbqL3H9.jpg,52fe43a49251416c75018561,Directing,Director,10693,3
FALSE,2,366,Directing,James Mangold,James Mangold,3.73,/pk0GDjn99crNwR4qgCCEokDYd71.jpg,5b101fb4c3a368622a00b1c3,Directing,Director,359724,1
FALSE,1,45400,Acting,Greta Gerwig,Greta Gerwig,4.533,/3H0xzU12GTNJyQTpGysEuI9KyiQ.jpg,5b368ca79251413ca60222fb,Directing,Director,331482,1
FALSE,1,437833,Directing,Patricia Riggen,Patricia Riggen,1.614,,555286a8c3a3683d3b001fd5,Directing,Director,339984,1
FALSE,2,57193,Directing,Gil Kenan,Gil Kenan,2.338,,52fe44e3c3a36847f80b01c7,Directing,Director,9297,1
FALSE,2,7467,Directing,David Fincher,David Fincher,6.109,/tpEczFclQZeKAiCeKZZ0adRvtfz.jpg,52fe4d7fc3a368484e1ec741,Directing,Director,210577,1
FALSE,0,3210787,Directing,Carlos Santos,Carlos Santos,0.6,,6124ea1a31644b002b96c632,Directing,Director,865140,1
FALSE,2,20629,Directing,George Miller,George Miller,3.939,/4FyQESSzuu1VkPup9CmMjdnUyhv.jpg,52fe4537c3a36847f80c297d,Directing,Director,9836,1
FALSE,2,130938,Directing,Sergei Bodrov,Sergei Bodrov,1.761,/9f4SPMNwQDA64lkSRgNhvrb1etf.jpg,52fe47a2c3a368484e0d1d3d,Directing,Director,68737,1
FALSE,2,107446,Production,Phil Lord,Phil Lord,0.941,/2MagibFHZxky3FmMubyABUnf4lw.jpg,52fe444fc3a368484e01be2d,Directing,Director,22794,1
FALSE,2,155267,Production,Christopher Miller,Christopher Miller,3.553,/dr2yCgYtmNmO5vzjk9KNbjTpbzO.jpg,52fe444fc3a368484e01be47,Directing,Director,22794,2
FALSE,2,1099862,Directing,Dean Israelite,Dean Israelite,1.614,/ejnQgx8jXDG2GQgtTk7n78rjtJS.jpg,58919aa79251412dcb00497d,Directing,Director,305470,1
FALSE,2,1113116,Directing,Andy Muschietti,Andy Muschietti,2.307,/vWiAwINWnwr3sZWdLJ7pt6LrUkb.jpg,57445b54c3a3685c350020c4,Directing,Director,346364,1
FALSE,1,59864,Acting,Amber Sealey,Amber Sealey,1.566,/qN4FuV0NSCOaqMijK6jGKnCCAGp.jpg,5eea37d76dea3a0032bb9ecb,Directing,Director,716594,1
FALSE,2,228134,Directing,Rupert Sanders,Rupert Sanders,0.694,,52fe496ac3a36847f8198f91,Directing,Director,58595,1
FALSE,2,9049,Directing,Victor Fleming,Victor Fleming,1.073,/gGj58Yj3vIEdevFei01XoqvQYVl.jpg,52fe4260c3a36847f8019b77,Directing,Director,630,1
FALSE,2,937340,Directing,Harold Cronk,Harold Cronk,1.529,,5a8df4d30e0a263e6e0063a4,Directing,Director,506680,1
FALSE,0,1317741,Writing,Enrique Cruz,Enrique Cruz,0.6,,5387f9b20e0a26144d005372,Directing,Director,272818,1
FALSE,2,11429,Directing,Hamilton Luske,Hamilton Luske,3.657,/eizhvQwX9BYxywvrZVw8eZQBvXa.jpg,52fe44b29251416c7503dd9b,Directing,Director,12092,1
FALSE,2,11434,Directing,Wilfred Jackson,Wilfred Jackson,0.6,/rTszyDc1jFOQQrzSYgnxEVLxd8W.jpg,52fe44b29251416c7503dd95,Directing,Director,12092,2
FALSE,2,64864,Visual Effects,Clyde Geronimi,Clyde Geronimi,2.081,/vRoKAQ8Wb1nTymH6VqOfhbqL3H9.jpg,52fe44b29251416c7503dd8f,Directing,Director,12092,3
FALSE,2,17825,Directing,Shawn Levy,Shawn Levy,7.663,/b1ulkCHz8biG87LjLQQiMCebEZo.jpg,52fe47759251416c7509a1e3,Directing,Director,18360,1
FALSE,2,87742,Directing,Marc Webb,Marc Webb,4.607,/65tk6xLNEW4EG0CSrxbVeHDi03a.jpg,52fe47f89251416c750aba57,Directing,Director,19913,1
FALSE,2,1614,Directing,Ang Lee,Ang Lee,2.102,/jrmdsPZI5WT4rmOl20Gb1Y2femb.jpg,52fe49db9251416c910bb08d,Directing,Director,87827,1
FALSE,2,29605,Directing,Mikael Håfström,Mikael Håfström,0.818,/7zOeNtAlm2aSz1ku5fcsuBFG46j.jpg,52fe4a88c3a36847f81d39c3,Directing,Director,107846,1
FALSE,2,578,Directing,Ridley Scott,Ridley Scott,14.199,/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg,52fe4ba69251416c75109a81,Directing,Director,147441,1
FALSE,0,1201162,Directing,Shunsuke Tada,Shunsuke Tada,0.6,,5da5c78db0ba7e00192d7ddc,Directing,Director,516052,1
FALSE,2,566109,Directing,Jan Komasa,Jan Komasa,0.6,/hcB9hFhfmqSdzTb9UE7FECt3MYf.jpg,599986f592514125c202988f,Directing,Director,471707,1
FALSE,2,11092,Production,Simon Kinberg,Simon Kinberg,3.654,/3xvTvkIaKfU276cpajiAoGjvaaO.jpg,5ef0b811957e6d00367af37b,Directing,Director,166424,1
FALSE,2,934803,Directing,Josh Trank,Josh Trank,0.6,/3yAy24OJye9d1ycPSK3zR2nc9kL.jpg,5513036ec3a36801bb003d67,Directing,Director,166424,2
FALSE,0,2694134,Directing,Steven E. Rivkin,Steven E. Rivkin,0.6,,5ef7d645d6d64d0037c39e62,Directing,Director,166424,3
FALSE,2,2710,Directing,James Cameron,James Cameron,4.773,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,52fe4943c3a368484e122b45,Directing,Director,76600,1
FALSE,2,1029145,Directing,Rodrigo Bellott,Rodrigo Bellott,0.6,/n3fHHRERTE4i8RBbLoi0ujJdxHq.jpg,5fb8a54788055100409bd128,Directing,Director,766680,1
FALSE,2,55789,Directing,Tate Taylor,Tate Taylor,1.4,/zJaLbNHLoQMhCAeJhn1J1B0xrup.jpg,52fe47b5c3a36847f814402b,Directing,Director,50014,1
FALSE,2,608,Directing,Hayao Miyazaki,Hayao Miyazaki,5.67,/hv6WlOsnaOTm5kB9KZrp65XUL9q.jpg,52fe43e5c3a36847f8076c5d,Directing,Director,4935,1
FALSE,2,1416383,Directing,Jim Cummings,Jim Cummings,1.106,/fEtdX5LnjWIR9xMfqzNDKJwj49w.jpg,5de0a32f3faba00015084188,Directing,Director,652004,1
FALSE,2,1032,Directing,Martin Scorsese,Martin Scorsese,8.452,/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,52fe44269251416c7502a8a7,Directing,Director,11324,1
FALSE,2,7395,Directing,Bobby Farrelly,Bobby Farrelly,1.96,/i5mt42m2MjMpFVrVYlYmp5ylLDy.jpg,52fe493dc3a368484e1215af,Directing,Director,76489,1
FALSE,2,7396,Directing,Peter Farrelly,Peter Farrelly,1.834,/8vLjukhhj4dKQSbtZ8qFr2Ybf5T.jpg,52fe493dc3a368484e1215b5,Directing,Director,76489,2
FALSE,2,525,Directing,Christopher Nolan,Christopher Nolan,10.414,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,5e83acf488bbe60018a69a1e,Directing,Director,272,1
FALSE,2,1551545,Directing,Steven Caple Jr.,Steven Caple Jr.,0.6,/aU8p958QyhfV2jurc3L5pn7sN6L.jpg,5a2efea40e0a264cc116523e,Directing,Director,480530,1
FALSE,0,1521078,Acting,Sean Charmatz,Sean Charmatz,1.4,,618acc80160e730067566b0e,Directing,Director,896221,1
FALSE,0,2591834,Writing,Tim Heitz,Tim Heitz,0.6,,618acc8a2cde98006276a622,Directing,Director,896221,2
FALSE,2,2171,Acting,Griffin Dunne,Griffin Dunne,4.978,/oZeAznfOHgK1Kvy9TknkQhag1Um.jpg,52fe49d79251416c910ba9d5,Directing,Director,87818,1
FALSE,2,7396,Directing,Peter Farrelly,Peter Farrelly,1.834,/8vLjukhhj4dKQSbtZ8qFr2Ybf5T.jpg,52fe49d79251416c910ba9db,Directing,Director,87818,2
FALSE,1,9281,Acting,Elizabeth Banks,Elizabeth Banks,11.131,/iBJhH6qgVmaPu2gCd0dXMlvFKP3.jpg,52fe49d79251416c910ba987,Directing,Director,87818,3
FALSE,2,15218,Writing,James Gunn,James Gunn,5.813,/nHr6yzPF15jQz5eBke1SDNWectu.jpg,52fe49d79251416c910ba9e7,Directing,Director,87818,4
FALSE,2,32593,Directing,Steven Brill,Steven Brill,1.809,/bhWId1JKFtFECSJPCYo9DbXeOaS.jpg,52fe49d79251416c910ba981,Directing,Director,87818,5
FALSE,2,11091,Production,Brett Ratner,Brett Ratner,1.963,/uOtFtBPkLQaTq8TobPG0XvNKrvD.jpg,52fe49d89251416c910baaad,Directing,Director,87818,6
FALSE,2,52112,Directing,Steve Carr,Steve Carr,1.4,/zf3tcqGz6pijSCpvkLXCC33ncEJ.jpg,52fe49d79251416c910ba98d,Directing,Director,87818,7
FALSE,2,141825,Directing,Rusty Cundieff,Rusty Cundieff,2.827,/14re77GRWUNrI3gEGIiCSRGqtVL.jpg,578a977f9251417b2c000888,Directing,Director,87818,8
FALSE,0,938681,Directing,James Duffy,James Duffy,0.6,,52fe49d79251416c910ba9cf,Directing,Director,87818,9
FALSE,2,938682,Writing,Patrik Forsberg,Patrik Forsberg,0.6,,52fe49d79251416c910ba9e1,Directing,Director,87818,10
FALSE,2,1272994,Directing,Jonathan van Tulleken,Jonathan van Tulleken,0.749,,573ead72c3a3687ad6001396,Directing,Director,87818,11
FALSE,0,1579630,Writing,Will Graham,Will Graham,0.6,,56c627c49251412696003639,Directing,Director,87818,12
